userid,start_busStop,start_busDes,start_roadDes,start_x,start_y,end_busStop,end_busDes,end_roadDes,end_x,end_y,userid,
6278,10079,Blk 201,Jln Bt Merah,103.8271,1.280395,71179,UIC Bldg,Shenton Way,103.8496,1.27807,6278,
6280,10069,Opp Blk 140,Jln Bt Merah,103.8301,1.278555,3129,Orchard Stn,Orchard Turn,103.8325,1.303237,6280,
6281,62041,Opp Bethany Presby Ch,Upp Paya Lebar Rd,103.8802,1.348383,9023,Blk 376,Clementi Ave 4,103.7662,1.3182,6281,
6281,83121,Bef Lor K Telok Kurau,Telok Kurau Rd,103.9106,1.312608,17219,Hotel Grand Pacific,Victoria St,103.8525,1.296848,6281,
6287,62141,Opp Blk 1,Upp S'goon Rd,103.8752,1.351497,1012,Aft Tai Seng Stn,Upp Paya Lebar Rd,103.888,1.335306,6287,
6287,62141,Opp Blk 1,Upp S'goon Rd,103.8752,1.351497,70281,Aft Tai Seng Stn,Upp Paya Lebar Rd,103.888,1.335306,6287,
6288,72041,Opp Blk 658,Jln Tenaga,103.9061,1.33343,70281,Newton Stn,Scotts Rd,103.838,1.312436,6288,
6289,91091,Bef Kg Kayu Rd,Mountbatten Rd,103.8844,1.30315,40181,Dhoby Ghaut Stn,Orchard Rd,103.8453,1.299333,6289,
6297,96059,Changi Ct,Upp Changi Rd East,103.9622,1.343513,8057,Simei Stn,Simei St 3,103.9535,1.342262,6297,
6297,96059,Changi Ct,Upp Changi Rd East,103.9622,1.343513,96169,Tanah Merah Stn,New Upp Changi Rd,103.9463,1.327333,6297,
6298,10201,Opp Redhill Stn,Tiong Bahru Rd,103.8166,1.289281,85091,Blk 97,Queensway,103.8017,1.306213,6298,
6298,10201,Opp Redhill Stn,Tiong Bahru Rd,103.8166,1.289281,11071,Thong Teck Bldg,Scotts Rd,103.8331,1.307838,6298,
6307,45091,Opp Jln Bumbong,Woodlands Rd,103.7552,1.414219,9213,Kranji Stn,Woodlands Rd,103.7618,1.42526,6307,
6307,45091,Opp Jln Bumbong,Woodlands Rd,103.7552,1.414219,45139,Kranji Stn,Woodlands Rd,103.7618,1.42526,6307,
6314,53039,Thomson CC,Upp Thomson Rd,103.8359,1.351447,45139,Aft Irrawaddy Rd,Balestier Rd,103.8442,1.326465,6314,
6320,40091,Bef Lewis Rd,Bt Timah Rd,103.8235,1.321018,50169,Opp Eunos Stn,Jln Eunos,103.9054,1.321357,6320,
6327,53069,Opp Windsor Pk,Upp Thomson Rd,103.8289,1.357772,83109,Thomson View Condo,Upp Thomson Rd,103.8288,1.357158,6327,
6327,53361,Blk 454,Sin Ming Ave,103.8303,1.359298,53061,YMCA,Orchard Rd,103.8478,1.298074,6327,
6329,1419,St. John HQ,Beach Rd,103.8633,1.30202,8041,Aft Capital Twr,Robinson Rd,103.8481,1.277826,6329,
6331,60119,Opp Blk 28,Bendemeer Rd,103.8642,1.318897,3111,Marina Bay Sands Theatre,Bayfront Ave,103.8606,1.284999,6331,
6333,75259,Tropica Condo,Tampines Ave 1,103.928,1.349138,3501,Marina Bay Sands Hotel,Bayfront Ave,103.86,1.28315,6333,
6336,18049,Opp Normanton Pk,AYE,103.7921,1.290174,3509,HarbourFront Int,Seah Im Rd,103.819,1.267035,6336,
6377,11361,Buona Vista Stn,Nth Buona Vista Rd,103.7906,1.306498,14009,Pasir Panjang Stn,Pasir Panjang Rd,103.7926,1.275812,6377,
6383,20199,Blk 410,Pandan Gdns,103.7482,1.319081,15191,Clementi Stn,C'wealth Ave West,103.765,1.314975,6383,
6383,20191,Blk 407,Pandan Gdns,103.7485,1.319242,17171,Blk 726 Clementi West Mkt,West Coast Rd,103.7645,1.304153,6383,
6389,54189,Blk 110,Ang Mo Kio Ave 4,103.8368,1.37047,17041,People's Pk Ctr,Eu Tong Sen St,103.8444,1.285711,6389,
6393,27451,Bet Blks 272D/271A,Jurong West Ave 3,103.7041,1.351286,5022,Blk 834,Jurong West Ave 5,103.6941,1.342854,6393,
6398,78229,Blk 485,Pasir Ris Dr 4,103.9609,1.374111,27369,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,6398,
6403,14049,Opp Blk 55,Henderson Rd,103.813,1.273242,77009,New Bridge Ctr,New Bridge Rd,103.8425,1.282938,6403,
6423,16009,Kent Ridge Ter,Clementi Rd,103.7699,1.294253,5039,HarbourFront Stn,Telok Blangah Rd,103.8193,1.265835,6423,
6423,16009,Kent Ridge Ter,Clementi Rd,103.7699,1.294253,14121,Clementi Stn,C'wealth Ave West,103.7654,1.315286,6423,
6424,65031,Blk 227D,Punggol Rd,103.9016,1.387118,17179,Blk 250A,Sengkang East Way,103.8996,1.391431,6424,
6480,54481,ITE College Ctrl,Ang Mo Kio Ave 5,103.8558,1.375995,67101,Blk 1,Jln Bt Merah,103.8081,1.286351,6480,
6480,64411,Blk 670,Hougang Ave 4,103.885,1.373533,10139,Blk 1,Jln Bt Merah,103.8081,1.286351,6480,
6481,28291,Blk 303,Jurong Town Hall Rd,103.7364,1.344461,10139,Opp Heavy Veh Pk,Woodlands Rd,103.7542,1.39304,6481,
6493,6171,Opp Subordinate Ct,Upp Cross St,103.8424,1.286077,45029,Opp Queens,Stirling Rd,103.8058,1.29236,6493,
6498,6131,The Boys' Brigade HQ,Zion Rd,103.8322,1.291525,11541,Boat Quay,Sth Bridge Rd,103.8483,1.287247,6498,
6511,67489,Pei Hwa Sec Sch,Sengkang West Ave,103.8771,1.391002,5029,Opp Blk 305 CP,Sengkang East Ave,103.8876,1.388138,6511,
6513,4151,Cath Of The Good Shepherd,Victoria St,103.8511,1.295338,67309,Trellis Twrs,Jln Toa Payoh,103.8438,1.329914,6513,
6516,83029,Bef Jamiyah Home,Changi Rd,103.9064,1.317744,52071,Opp Bugis Junction,Victoria St,103.8552,1.300155,6516,
6518,7011,Peace Ctr,Selegie Rd,103.8498,1.300999,1112,Hougang Ctrl Int,Hougang Ctrl,103.8927,1.370607,6518,
6521,53351,Ai Tong Sch,Sin Ming Ave,103.8321,1.36081,64009,Opp Former Seletar Inst,Upp Thomson Rd,103.8186,1.397192,6521,
6523,43411,Opp Blk 628,Bt Batok Ctrl,103.7502,1.351765,56099,Opp Hillbrooks,Hillview Ave,103.7627,1.357573,6523,
6528,40031,Newton FC,Bt Timah Rd,103.8403,1.312053,43259,Blk 126 CP,Kim Tian Rd,103.8289,1.282661,6528,
6546,54009,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,10121,MacPherson Pr Sch,Mattar Rd,103.882,1.325254,6546,
6572,85021,Country Pk,Bedok Rd,103.9547,1.321903,70241,Aft Bedok Meth Ch,Bedok Rd,103.9543,1.322618,6572,
6587,64111,Opp Blk 953,Yio Chu Kang Rd,103.8769,1.375947,85029,Opp Blk 565,Buangkok Green,103.8881,1.38154,6587,
6591,1329,Blk 8,Nth Bridge Rd,103.8636,1.304957,64629,Clarke Quay Stn,Eu Tong Sen St,103.8471,1.288985,6591,
6591,1329,Blk 8,Nth Bridge Rd,103.8636,1.304957,4222,Clarke Quay Stn,Eu Tong Sen St,103.8471,1.288985,6591,
6593,64541,Hougang Ctrl Int,Hougang Ctrl,103.8926,1.371227,4222,Redhill Stn,Tiong Bahru Rd,103.8167,1.289546,6593,
6615,53351,Ai Tong Sch,Sin Ming Ave,103.8321,1.36081,10209,Clementi Stn,C'wealth Ave West,103.765,1.314975,6615,
6615,17079,Blk 512,West Coast Rd,103.76,1.309683,17171,Ai Tong Sch,Sin Ming Ave,103.8321,1.36081,6615,
6621,75351,Bef TPE,Tampines Ave 10,103.9308,1.373642,53351,Blk 203,Compassvale Rd,103.8962,1.386908,6621,
6621,75351,Bef TPE,Tampines Ave 10,103.9308,1.373642,67209,Buangkok Stn,Sengkang Ctrl,103.893,1.383933,6621,
6626,52271,Jackson Sq,Lor 4 Toa Payoh,103.8497,1.336831,67609,Macritchie Reservoir,Thomson Rd,103.836,1.342193,6626,
6634,20101,Nan Hua Pr Sch,C'wealth Ave West,103.7622,1.319937,51071,Opp Hillbrooks,Hillview Ave,103.7627,1.357573,6634,
6642,52189,Toa Payoh Stn,Lor 2 Toa Payoh,103.8468,1.333185,43259,Hougang St 21 FC,Hougang St 21,103.8855,1.357993,6642,
6653,93039,Laguna Pk,Marine Parade Rd,103.9295,1.309585,63221,Bishan Int,Bishan St 13,103.8499,1.350455,6653,
6672,67009,Sengkang Int,Sengkang Sq,103.8959,1.391781,53009,Folec Tech Ctr,Geylang East Ctrl,103.8902,1.319763,6672,
6732,28519,Blk 425,Jurong West Ave 1,103.7245,1.350584,81221,Dhoby Ghaut Stn,Orchard Rd,103.8453,1.299333,6732,
6739,52081,Aft Blk 195,Jln Toa Payoh,103.8608,1.330814,8057,Opp CISCO Ctr,Paya Lebar Rd,103.8912,1.320914,6739,
6747,17239,NTUC Fairprice,Clementi Ave 3,103.7658,1.312335,81109,Blk 220,Boon Lay Ave,103.7124,1.349737,6747,
6750,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,21241,Blk 464,Tampines Ave 9,103.9554,1.359763,6750,
6761,40189,Newton Stn,Scotts Rd,103.8382,1.312232,76341,Aft River Valley Rd,Clemenceau Ave,103.8439,1.294646,6761,
6761,40189,Newton Stn,Scotts Rd,103.8382,1.312232,4311,Aft River Valley Rd,Clemenceau Ave,103.8439,1.294646,6761,
6764,43091,Bef Cashew Rd,Upp Bt Timah Rd,103.7647,1.368633,4311,Blk 283,Bt Batok East Ave 3,103.7568,1.34695,6764,
6764,43091,Bef Cashew Rd,Upp Bt Timah Rd,103.7647,1.368633,43189,Blk 283,Bt Batok East Ave 3,103.7568,1.34695,6764,
6778,54219,Opp Mayflower Sec Sch,Ang Mo Kio Ave 3,103.8368,1.368808,43189,The Gateway,Beach Rd,103.8589,1.299072,6778,
6824,76109,Blk 302,Tampines Ave 2,103.9551,1.352966,1519,Blk 416,Sims Ave,103.8972,1.317764,6824,
6833,63291,Opp Blk 115,Lor Ah Soo,103.8879,1.35225,82032,Kovan Stn,Upp S'goon Rd,103.8854,1.36026,6833,
6835,71161,Blk 3019,Ubi Ave 2,103.8921,1.327335,63039,Opp Blk 343,Ubi Ave 1,103.9002,1.326801,6835,
6846,91089,Opp Fort Gdns,Fort Rd,103.8855,1.299138,71119,Fullerton Sq,Fullerton Rd,103.8533,1.285598,6846,
6846,91059,Katong Pk Twrs,Mountbatten Rd,103.8883,1.300526,3011,Opp AIA Twr,Robinson Rd,103.8509,1.282075,6846,
6854,21371,Blk 680C,Jln Boon Lay,103.7062,1.345227,3031,Hall 8,Nanyang Ave,103.6857,1.351507,6854,
6862,54321,Blk 354,Ang Mo Kio Ave 8,103.8524,1.363985,27209,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,6862,
6871,52429,Blk 17A,Lor 7 Toa Payoh,103.8571,1.33631,54009,Bef Siemens Ctr,MacPherson Rd,103.8705,1.328292,6871,
6895,20039,Opp The Infiniti,AYE,103.7547,1.321025,60219,The Infiniti,AYE,103.7546,1.32056,6895,
6897,7539,The Verge,Sungei Rd,103.852,1.304613,20031,Opp Blk 57,Marine Parade Rd,103.9148,1.306863,6897,
6899,84489,Aft Kaki Bt Ctr,Bedok Reservoir Rd,103.9162,1.338047,92071,Opp Blk 53,Chai Chee St,103.9201,1.32797,6899,
6900,78059,Blk 210,Pasir Ris Dr 1,103.9611,1.366776,84569,Downtown East,Pasir Ris Dr 3,103.9539,1.375333,6900,
6916,52109,Bet Blks 33/34,Jln Bahagia,103.8582,1.326977,78109,Thomson Flyover,Thomson Rd,103.8407,1.328942,6916,
6930,78111,Blk 479,Pasir Ris Dr 3,103.958,1.375458,51019,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,6930,
6943,14379,Blk 40,Lower Delta Rd,103.8238,1.272438,77009,Opp Paterson Lodge,Paterson Rd,103.83,1.302299,6943,
6971,46429,Blk 856,Woodlands St 83,103.7932,1.440714,13199,Blk 116,Henderson Rd,103.821,1.284983,6971,
6991,72069,Blk 121,Bedok Reservoir Rd,103.9098,1.33151,10349,Eunos Stn,Sims Ave,103.9023,1.318779,6991,
7009,27309,Blk 705,Pioneer Rd Nth,103.6943,1.341016,82061,Opp Temasek Poly East G,Tampines Ave 1,103.936,1.345678,7009,
7009,27309,Blk 705,Pioneer Rd Nth,103.6943,1.341016,75221,Opp Temasek Poly,Tampines Ave 1,103.9327,1.347078,7009,
7013,58501,Aft Montreal Dr,Montreal Link,103.8271,1.450719,75231,Sembawang Stn,Sembawang Way,103.8198,1.449262,7013,
7018,78181,Bef Blk 187,Pasir Ris St 11,103.9591,1.364761,58211,SBST Bedok Bus Pk,Bedok Nth Ave 4,103.947,1.337748,7018,
7033,84501,Christ Ch,Bedok Reservoir Rd,103.916,1.333195,84591,Eunos Stn,Jln Eunos,103.9049,1.320656,7033,
7044,50089,Blk 51,Owen Rd,103.8504,1.316655,83101,KK Women & Child Hosp,Kg Java Rd,103.8478,1.310362,7044,
7065,28291,Blk 303,Jurong Town Hall Rd,103.7364,1.344461,40101,Blk 177,Toa Payoh Ctrl,103.8489,1.334122,7065,
7067,63281,Blk 105 Mkt/FC,Hougang Ave 1,103.8899,1.35413,52239,Serangoon Stn,S'goon Ctrl,103.8732,1.350498,7067,
7080,77041,Blk 541,Pasir Ris Dr 1,103.9513,1.369449,66351,Blk 206,Tampines Ave 2,103.9528,1.350716,7080,
7099,82099,CDAC Bldg,Tg Katong Rd,103.8943,1.312995,76091,Bef Seah Im Rd,Telok Blangah Rd,103.8155,1.268635,7099,
7100,44639,Bt Panjang Plaza,Jelebu Rd,103.764,1.38007,14139,Rio Vista,Hougang Ave 7,103.9007,1.372405,7100,
7102,14351,Blk 48,Telok Blangah Dr,103.8104,1.27275,64329,Blk 54,Henderson Rd,103.8125,1.273273,7102,
7105,63279,Opp Yuying Sec Sch,Hougang Ave 1,103.8898,1.356238,14041,Blk 197,Pasir Ris Dr 1,103.9612,1.366253,7105,
7105,63279,Opp Yuying Sec Sch,Hougang Ave 1,103.8898,1.356238,78051,Blk 197,Pasir Ris Dr 1,103.9612,1.366253,7105,
7122,76259,Opp Blk 487B,Tampines St 45,103.9584,1.35967,78051,Blk 521,Bedok Nth Rd,103.9273,1.329999,7122,
7128,67539,Blk 122C,Sengkang East Way,103.9066,1.38772,84311,Opp Blk 317B,Sengkang East Way,103.8884,1.39459,7128,
7132,53281,Blk 169,Bishan St 13,103.8543,1.346656,67381,Bishan Int,Bishan St 13,103.8499,1.350455,7132,
7133,46479,Blk 774,Woodlands Ave 9,103.7984,1.447969,53009,Blk 786A CP,Woodlands Ave 6,103.7997,1.445866,7133,
7146,27141,Blk 920,Jurong West St 91,103.6877,1.339704,46799,Opp Maju Camp,Clementi Rd,103.7757,1.326528,7146,
7155,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,12089,Ballota Pk Condo,Upp Changi Rd Nth,103.9694,1.357851,7155,
7166,14169,Opp Telok Blangah Stn,Telok Blangah Rd,103.8094,1.271186,97041,Blk 54,Henderson Rd,103.8125,1.273273,7166,
7172,76231,Tampines JC,Tampines Ave 7,103.9574,1.356669,14041,Serangoon Stn,S'goon Ctrl,103.8733,1.350818,7172,
7184,44269,Blk 223,Bt Panjang Rd,103.7742,1.375778,66359,Opp Blk 336,Bt Batok West Ave 7,103.7483,1.365273,7184,
7184,44269,Blk 223,Bt Panjang Rd,103.7742,1.375778,43839,IMM Bldg,Toh Guan Rd,103.7477,1.334462,7184,
7197,10081,Opp Blk 120,Jln Bt Merah,103.8224,1.282278,28659,Opp NUH,Buona Vista Flyover,103.7846,1.296482,7197,
7200,81189,Blk 62,Old Airport Rd,103.8885,1.308213,18079,Natl Stadium,Nicoll Highway,103.8745,1.306636,7200,
7202,76069,Blk 147,Tampines Ave 5,103.9421,1.348753,80219,Changi Airport PTB2,PTB2 Basement,103.9892,1.355093,7202,
7205,82061,Eunos Stn,Sims Ave,103.9023,1.318779,95129,Opp Geylang Polyclinic,Geylang East Ctrl,103.8867,1.318771,7205,
7212,52079,Opp Trellis Twrs,Jln Toa Payoh,103.8438,1.329315,81219,Aft Hosp Dr,Eu Tong Sen St,103.8376,1.27832,7212,
7220,12069,Opp Blk 109A,Clementi Rd,103.771,1.321305,10017,Clementi Stn,C'wealth Ave West,103.7654,1.315286,7220,
7225,5049,Chinatown Pt,New Bridge Rd,103.8446,1.285315,17179,Opp Pacific Tech Ctr,Jln Bt Merah,103.8112,1.28598,7225,
7233,10201,Opp Redhill Stn,Tiong Bahru Rd,103.8166,1.289281,10119,Chinatown Pt,New Bridge Rd,103.8446,1.285315,7233,
7233,10201,Opp Redhill Stn,Tiong Bahru Rd,103.8166,1.289281,5049,NOL Bldg,Alexandra Rd,103.8018,1.274525,7233,
7246,58361,Nth Link Bldg,Admiralty St,103.8127,1.461187,15041,Blk 628A,Woodlands Ring Rd,103.8005,1.435077,7246,
7251,63191,Aft Serangoon Nth Ave 1,Yio Chu Kang Rd,103.874,1.364263,46869,Blk 531,S'goon Nth Ave 5,103.875,1.375003,7251,
7253,2051,Seating Gallery,Raffles Ave,103.859,1.289503,66539,St. Andrew's Cath,Nth Bridge Rd,103.8515,1.2925,7253,
7264,17329,Blk 705,West Coast Highway,103.7606,1.305051,4167,Tien Wah Press Bldg,West Coast Highway,103.7604,1.304834,7264,
7277,21581,Blk 65,Corporation Dr,103.7233,1.332434,17321,Opp Lakeside Stn,Boon Lay Way,103.7193,1.34432,7277,
7291,76101,Tampines East CC,Tampines Ave 2,103.9548,1.353033,28099,Changi Airport PTB3,PTB3 Basement,103.9875,1.355998,7291,
7296,76101,Tampines East CC,Tampines Ave 2,103.9548,1.353033,95109,Simei Stn,Simei St 3,103.9535,1.342262,7296,
7300,59069,Opp Blk 757,Yishun Ave 2,103.8354,1.426573,96169,Sengkang Int,Sengkang Sq,103.8959,1.391781,7300,
7300,59069,Opp Blk 757,Yishun Ave 2,103.8354,1.426573,67009,Opp Natl JC,Bt Timah Rd,103.8027,1.328988,7300,
7310,10091,Bt Merah Town Ctr,Jln Bt Merah,103.8178,1.283941,41071,Anchorpoint,Alexandra Rd,103.8054,1.288571,7310,
7315,27221,Sch Of CEE,Nanyang Dr,103.6785,1.346232,11521,Boon Lay Int,Jurong West Ctrl 3,103.7055,1.339323,7315,
7315,21591,Opp Blk 117,Corporation Dr,103.7224,1.334761,22009,Sch Of Comm And Info,Nanyang Dr,103.6792,1.34208,7315,
7322,58161,Bef Sembawang Shipyard G 3,Admiralty Rd West,103.8204,1.460528,27231,Blk 151,Yung Ho Rd,103.721,1.326661,7322,
7370,84021,Blk 32,New Upp Changi Rd,103.9251,1.323383,21551,Blk 172,Bedok Sth Ave 3,103.9444,1.319928,7370,
7387,84079,Blk 45,Bedok Sth Rd,103.9433,1.320993,84661,Tanah Merah Stn,New Upp Changi Rd,103.9464,1.327006,7387,
7388,84459,Bet Blks 705/706,Bedok Nth Rd,103.9183,1.336425,85099,Opp Blks 705/706,Bedok Nth Rd,103.918,1.336439,7388,
7395,83299,Aft Lor G Telok Kurau,Still Rd,103.9059,1.315744,84451,Opp Blk 2C,Lor 1 Geylang,103.8716,1.312674,7395,
7395,60119,Opp Blk 28,Bendemeer Rd,103.8642,1.318897,80101,Opp Blk 2C,Lor 1 Geylang,103.8716,1.312674,7395,
7435,53389,Opp Bishan Nth Shop Mall,Bishan St 22,103.8452,1.358045,80101,Aft Kallang Rd,Lavender St,103.8635,1.309508,7435,
7439,63249,Blk 1,Hougang Ave 3,103.8926,1.363958,7371,Opp Blk 316,Hougang Ave 7,103.8968,1.364398,7439,
7443,50211,Opp Balestier Pt,Balestier Rd,103.8526,1.32307,64239,United Sq,Thomson Rd,103.8442,1.317353,7443,
7446,59059,Blk 608,Yishun Ave 2,103.835,1.420546,50021,Opp Coronation Plaza,Dunearn Rd,103.8103,1.324695,7446,
7454,44371,Blk 219,Petir Rd,103.7726,1.374022,41049,Suntec Convention Ctr,Temasek Blvd,103.8578,1.293178,7454,
7473,70269,Citipoint Ind Cplx,Paya Lebar Rd,103.8901,1.328246,2151,SAFRA Tampines,Tampines Ave 1,103.9402,1.344712,7473,
7474,11021,Aft Queenstown NPC HQ,Queensway,103.8023,1.289418,75059,NOL Bldg,Alexandra Rd,103.8018,1.274525,7474,
7479,64059,Blk 355,Upp S'goon Rd,103.8984,1.372491,15041,Hougang Ctrl Int,Hougang Ctrl,103.8927,1.370607,7479,
7496,10331,Bef Bt Merah Ctrl,Henderson Rd,103.8183,1.281363,64009,Woodlands Reg Int,Woodlands Sq,103.7859,1.436621,7496,
7496,9022,Opp Orchard Stn,Orchard Blvd,103.8324,1.302528,46009,Bef Bt Merah Ctrl,Henderson Rd,103.8183,1.281363,7496,
7511,58099,Opp Sembawang Pk,Sembawang Rd,103.8376,1.461499,10331,Opp Sembawang Stn,Sembawang Way,103.8199,1.449535,7511,
7520,84369,Blk 45,Bedok Nth Rd,103.9247,1.329149,58219,Opp Comfort Driving Ctr,Eunos Link,103.8979,1.336396,7520,
7524,14141,VivoCity,Telok Blangah Rd,103.8221,1.265514,71071,Blk 1,Henderson Rd,103.8173,1.279478,7524,
7530,75131,Bet Blks 701/702,Tampines Ave 5,103.9371,1.355948,14249,Changi Airport PTB3,PTB3 Basement,103.9875,1.355998,7530,
7540,72011,Blk 322,Jln Eunos,103.9055,1.328165,95109,Opp Century Sq,Tampines Ave 4,103.9439,1.351621,7540,
7540,72049,Blk 658,Jln Tenaga,103.9062,1.333443,76139,Customs Port Br HQ,Keppel Rd,103.8414,1.272735,7540,
7542,20109,Blk 203,C'wealth Ave West,103.7621,1.320852,5641,Clementi Stn,C'wealth Ave West,103.765,1.314975,7542,
7542,17379,Blk 304,Clementi Ave 6,103.7639,1.320485,17171,Clementi Stn,C'wealth Ave West,103.765,1.314975,7542,
7553,46181,Opp Blk 12,Marsiling Rd,103.7789,1.440159,17171,Opp Blk 5,Lor 7 Toa Payoh,103.8554,1.338251,7553,
7564,76101,Tampines East CC,Tampines Ave 2,103.9548,1.353033,52439,3rd Cargo Agents,Airline Rd,103.9962,1.375283,7564,
7566,66109,Blk 151,Ang Mo Kio Ave 3,103.8746,1.369979,95051,Khatib Camp,Sembawang Rd,103.8257,1.424439,7566,
7580,3151,Opp GB Bldg,Cecil St,103.8478,1.278921,57079,St. Michael's Pl,S'goon Rd,103.8656,1.324773,7580,
7582,55301,AMK Police Div HQ,Ang Mo Kio Ave 9,103.8445,1.384252,60161,Opp Simei Stn,Simei St 3,103.9535,1.342118,7582,
7582,55301,AMK Police Div HQ,Ang Mo Kio Ave 9,103.8445,1.384252,96161,Bef Seletar Camp G,Jln Kayu,103.8714,1.402222,7582,
7600,82049,Joo Chiat Cplx,Changi Rd,103.8989,1.316342,68111,Opp Mohd Sultan Rd,River Valley Rd,103.8423,1.294142,7600,
7634,9047,Tang Plaza,Orchard Rd,103.8327,1.304657,13101,Blk 1,Tiong Bahru Rd,103.8329,1.286084,7634,
7674,14129,HarbourFront Stn,Telok Blangah Rd,103.8198,1.266079,10149,Bras Basah Cplx,Victoria St,103.853,1.296983,7674,
7715,84359,Opp Bedok Ctrl PO,Bedok Nth St 1,103.9341,1.327888,1019,Aljunied Pk,Aljunied Rd,103.8798,1.329303,7715,
7728,64381,Opp Blk 521,Hougang Ave 10,103.8917,1.372872,70039,Bedok Int,Bedok Nth Dr,103.9282,1.325005,7728,
7752,14129,HarbourFront Stn,Telok Blangah Rd,103.8198,1.266079,84009,Blk 190C,Punggol Rd,103.9024,1.395044,7752,
7777,28079,Blk 210,Boon Lay Way,103.7386,1.338399,65069,Jurong East Temp Int,Jurong Gateway Rd,103.7415,1.333408,7777,
7789,92049,Parkway Parade,Marine Parade Rd,103.906,1.303004,28009,Suntec Convention Ctr,Temasek Blvd,103.8578,1.293178,7789,
7823,53041,Bef Thomson Ridge,Upp Thomson Rd,103.8344,1.353078,2151,Dhoby Ghaut Stn,Penang Rd,103.8453,1.298312,7823,
7830,10149,Blk 1,Tiong Bahru Rd,103.8329,1.286084,8031,Bugis Stn,Victoria St,103.8564,1.30111,7830,
7833,64039,Blk 434,Hougang Ave 8,103.8939,1.376688,1059,Opp Ngee Ann Poly,Clementi Rd,103.778,1.331113,7833,
7842,21389,Opp St. Joseph's Home,Jurong West Ave 3,103.709,1.349484,12109,Boon Lay Int,Jurong West Ctrl 3,103.7055,1.339323,7842,
7862,44281,Blk 8,Teck Whye Ave,103.7542,1.381049,22009,Opp Choa Chu Kang Stn,Choa Chu Kang Ave 4,103.7445,1.384254,7862,
7863,3223,Intl Plaza,Anson Rd,103.8463,1.275703,44531,Opp NKF,Kim Keat Rd,103.8549,1.326523,7863,
7866,20059,Opp Cycle & Carriage,AYE,103.7477,1.323321,52099,Hong Leong Shop Ctr,AYE,103.7579,1.316689,7866,
7868,14229,St. Teresa's Ch,Kg Bahru Rd,103.8286,1.273707,20021,Far East Plaza,Scotts Rd,103.8332,1.30732,7868,
7878,92079,Blk 57,Marine Parade Rd,103.9149,1.306578,9219,Opp Eunos Stn,Jln Eunos,103.9054,1.321357,7878,
7880,10231,Opp Blk 79,Ganges Ave,103.8279,1.290416,83109,Opp Redwood West,Pasir Panjang Rd,103.7857,1.279376,7880,
7882,10069,Opp Blk 140,Jln Bt Merah,103.8301,1.278555,15229,Blk 111,Jln Bt Merah,103.8264,1.280453,7882,
7890,76099,Blk 285,Tampines Ave 2,103.9525,1.350264,10071,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,7890,
7890,76099,Blk 285,Tampines Ave 2,103.9525,1.350264,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,7890,
7897,67209,Blk 203,Compassvale Rd,103.8962,1.386908,75009,Buangkok Stn,Sengkang Ctrl,103.893,1.383933,7897,
7906,66359,Serangoon Stn,S'goon Ctrl,103.8733,1.350818,67609,Blk 629,Bedok Reservoir Rd,103.9142,1.334568,7906,
7910,65019,The Rivervale,Punggol Rd,103.8975,1.381512,84491,Woodleigh Stn,Upp S'goon Rd,103.8705,1.338365,7910,
7916,84079,Blk 45,Bedok Sth Rd,103.9433,1.320993,61031,Tanah Merah Stn,New Upp Changi Rd,103.9464,1.327006,7916,
7957,80101,Opp Blk 2C,Lor 1 Geylang,103.8716,1.312674,85099,Opp Bugis Junction,Victoria St,103.8552,1.300155,7957,
7977,9022,Opp Orchard Stn,Orchard Blvd,103.8324,1.302528,1112,Ganges Ctr,Ganges Ave,103.8311,1.290329,7977,
7979,66499,Blk 911,Buangkok Green,103.8833,1.379123,10221,Hougang 1,Hougang Ave 9,103.8791,1.37513,7979,
8017,17211,Bet Blks 315/318,Clementi Ave 4,103.7659,1.318288,64491,Opp Foh Foh Pte Ltd,Pandan Ave,103.7514,1.302958,8017,
8034,84069,Blk 55,New Upp Changi Rd,103.9422,1.325487,29139,Aft Tg Katong Cplx,Sims Ave,103.8948,1.317406,8034,
8047,92059,Bet Blks 72/74,Marine Parade Rd,103.9077,1.304251,82011,The Holy Family Ch,East Coast Rd,103.9065,1.306864,8047,
8064,14381,Blk 109,Bt Purmei Ave,103.8255,1.274084,92129,Blk 119,Jln Bt Merah,103.8217,1.282923,8064,
8090,78149,Opp Greenview Sec Sch,Pasir Ris Dr 3,103.9641,1.369701,10089,Ballota Pk Condo,Upp Changi Rd Nth,103.9694,1.357851,8090,
8093,97039,Bef Jln Bena,Upp Changi Rd Nth,103.9689,1.355352,97041,Tanah Merah Stn,New Upp Changi Rd,103.9463,1.327333,8093,
8095,59309,Jiemin Pr Sch,Yishun Ring Rd,103.8306,1.428262,85091,Yishun Int,Yishun Ctrl,103.8363,1.42794,8095,
8099,80101,Opp Blk 2C,Lor 1 Geylang,103.8716,1.312674,59009,Blk 22,Boon Keng Rd,103.8613,1.317953,8099,
