userid,start_busStop,start_roadDes,start_y,start_x,end_busStop,end_roadDes,end_y,end_x
5309,Sengkang East Way,Blk 128,1.390508,103.9032,S'goon Ctrl,Serangoon Stn,1.350498,103.8732
5316,Boon Keng Rd,Opp Kallang Pl,1.314146,103.8657,Geylang Bahru,Blk 73,1.322124,103.8708
5327,Punggol East,Opp Blk 166A,1.394105,103.916,Sengkang East Way,Sengkang Stn,1.392908,103.8953
5331,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Ang Mo Kio Ave 5,Blk 538,1.375793,103.8532
5337,East Coast Rd,Aft Siglap Rd,1.311689,103.9224,Eu Tong Sen St,People's Pk Cplx,1.28407,103.843
5347,Bedok Nth Ave 3,Blk 506,1.332305,103.9339,Tampines Ave 1,Opp Temasek Poly,1.347078,103.9327
5356,New Bridge Rd,Clarke Quay Stn,1.288827,103.8475,Havelock Rd,Ctrl Sq,1.287791,103.8433
5362,Woodlands Ave 6,Blk 786A CP,1.445866,103.7997,Yishun Ave 5,Blk 701,1.430164,103.8289
5366,Hougang Ave 2,Blk 615,1.368369,103.8849,Bedok Nth Dr,Bedok Int,1.325005,103.9282
5435,Choa Chu Kang Cres,Opp Blk 661,1.401272,103.7512,Tampines Ctrl 1,Tampines Int,1.354076,103.9434
5441,Hougang Ave 9,Bet Blks 930/931,1.375145,103.8808,Clementi Rd,SIM HQ,1.328572,103.7768
5443,Tampines Ave 2,Blk 206,1.350716,103.9528,Tampines Ave 2,Tampines East CC,1.353033,103.9548
5456,Changi Rd,Bef Siglap Plain,1.319768,103.9151,Kallang Rd,Lavender Stn,1.307092,103.8622
5475,Hougang Ave 9,Blk 917,1.374548,103.884,Hougang Ctrl,Blk 836,1.369888,103.8903
5483,Yishun Ring Rd,Blk 367,1.430211,103.8452,Yishun Ctrl,Yishun Int,1.42794,103.8363
5491,Woodlands Ave 2,Blk 511,1.433148,103.7882,Tampines Ave 1,Opp SAFRA Tampines,1.345034,103.9401
5493,Boon Lay Ave,Blk 185,1.347402,103.7106,Boon Lay Way,Lakeside Stn,1.344258,103.7201
5496,Tampines Ave 7,Opp Tampines JC,1.356467,103.9575,Tampines St 43,Blk 442,1.359295,103.9523
5496,Tampines Ave 7,Opp Tampines JC,1.356467,103.9575,Tampines St 32,Opp Blk 331,1.353841,103.9599
5498,Ang Mo Kio Ave 8,Yio Chu Kang Int,1.381132,103.8456,Yishun Ave 3,Blk 773,1.422974,103.8328
5505,C'wealth Ave West,Clementi Stn,1.314975,103.765,Toh Guan Rd East,Wang-Fu Ind Pte Ltd,1.335652,103.7575
5511,Bt Panjang Rd,Blk 604,1.380334,103.7623,Bt Panjang Ring Rd,Blk 602,1.381781,103.7629
5519,C'wealth Ave,Blk 42,1.298636,103.8025,Seah Im Rd,HarbourFront Int,1.267035,103.819
5526,Bartley Rd,Bartley Stn,1.342966,103.8798,Eunos Link,Opp Eunos Technolink,1.332915,103.901
5565,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496,Pasir Ris Dr 12,Aft TPE,1.37803,103.9328
5584,Petir Rd,Aft Petir Stn,1.377323,103.7673,Victoria St,Cath Of The Good Shepherd,1.295338,103.8511
5590,Lor 1 Toa Payoh,Oleander Twrs,1.332718,103.844,Lor 6 Toa Payoh,Toa Payoh Int,1.332021,103.8469
5590,Ang Mo Kio Ave 8,Yio Chu Kang Int,1.381132,103.8456,Lor 1 Toa Payoh,Blk 163,1.332265,103.8441
5595,Lor 1 Geylang,Bet Blks 2B/2C,1.313245,103.8714,Marine Parade Rd,Parkway Parade,1.303004,103.906
5635,Bedok Reservoir Rd,Opp The Clearwater Condo,1.338322,103.9339,Tampines Ave 1,Opp Temasek Poly West G,1.34844,103.9298
5642,Bedok Nth St 1,Opp Bedok Ctrl PO,1.327888,103.9341,Bedok Nth Dr,Bedok Int,1.325005,103.9282
5656,Tampines Ave 2,The Holy Trinity Ch,1.349168,103.9492,Victoria St,Hotel Grand Pacific,1.296848,103.8525
5656,Pasir Ris Dr 12,Opp Blk 717,1.382893,103.9358,Jln Bt Merah,Opp Pacific Tech Ctr,1.28598,103.8112
5666,Hougang Ave 7,Blk 316,1.364793,103.8969,Bedok Nth Dr,Bedok Int,1.325005,103.9282
5674,Pasir Ris Dr 3,Opp Downtown East,1.375066,103.954,Punggol East,Opp Blk 166A,1.394105,103.916
5683,Punggol Pl,Punggol Temp Int,1.403706,103.9022,Tampines Ave 10,Aft Tampines Ave 5,1.359098,103.9305
5683,Pasir Ris Dr 12,Aft TPE,1.37803,103.9328,Tampines Ave 10,Aft Tampines Ave 9,1.361492,103.9308
5687,Upp Bt Timah Rd,Opp Bt Timah Shop Ctr,1.343007,103.7754,Bedok Nth Ave 3,Opp Blk 761,1.336601,103.9331
5691,Mountbatten Rd,One Amber,1.302378,103.899,Mountbatten Rd,Opp Santa Fe Mans,1.300465,103.8895
5700,Jln Bt Merah,Blk 119,1.282923,103.8217,Bedok Reservoir Rd,Blk 703,1.337515,103.9197
5720,Holland Ave,Blk 12,1.309067,103.7951,Dunearn Rd,Aft Rifle Range Rd,1.336799,103.7818
5727,Pasir Ris Dr 3,Pasir Ris Pr Sch,1.373085,103.9637,Hougang Ave 10,Blk 522,1.373138,103.8916
5758,Bt Batok Ctrl,Bt Batok Int,1.349994,103.7511,Upp Bt Timah Rd,Shell Kiosk,1.338762,103.7769
5769,S'goon Rd,Sri Srinivasa Perumal Tp,1.313137,103.8564,Changi Business Pk Ctrl 2,Standard Chartered Bank,1.334509,103.9663
5776,Dunearn Rd,Aft Rifle Range Rd,1.336799,103.7818,Dunearn Rd,Hua Guan Gdn,1.335803,103.7846
5776,Bt Timah Rd,Aft POSBank,1.311036,103.8428,Dunearn Rd,Hua Guan Gdn,1.335803,103.7846
5784,Upp Thomson Rd,Meadows @ Pierce,1.379456,103.8277,Crawford St,Bef Crawford Bridge,1.307746,103.8643
5809,Bendemeer Rd,MOM Svcs Ctr,1.32634,103.8683,S'goon Rd,Boon Keng Stn,1.320088,103.8618
5809,Bendemeer Rd,MOM Svcs Ctr,1.32634,103.8683,Hill St,Armenian Ch,1.293089,103.8497
5833,Airport Rd,Aft Paya Lebar Rd,1.334117,103.8905,Hougang Ave 3,Bef Airport Rd,1.339014,103.8951
5837,Pasir Ris Dr 8,Aft Pasir Ris St 53,1.373238,103.9483,Punggol Pl,Punggol Temp Int,1.403706,103.9022
5839,Ang Mo Kio Ave 9,AMK Police Div HQ,1.384252,103.8445,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.369688,103.8486
5846,Nth Bridge Rd,Nth Bridge Commercial Cplx,1.298208,103.8555,Holland Rd,Opp Holland Village,1.312561,103.7945
5850,Yio Chu Kang Rd,Opp Blk 953,1.375947,103.8769,Yio Chu Kang Rd,Blk 953,1.376792,103.8771
5859,Tampines Ave 2,Blk 285,1.350264,103.9525,Bishan St 13,Bishan Int,1.350455,103.8499
5861,Lor 1 Geylang,Opp Blk 2C,1.312674,103.8716,Lor 6 Toa Payoh,Opp Toa Payoh Swim Cplx,1.331157,103.8502
5878,Queensway,Opp Queen's Cl,1.291197,103.8005,Beach Rd,St. John HQ,1.30202,103.8633
5902,Alexandra Rd,Alexandra Hosp,1.285947,103.8025,Nth Bridge Rd,Cosmic Insurance Bldg,1.296673,103.8544
5932,Henderson Rd,Blk 54,1.273273,103.8125,Tiong Bahru Rd,Opp Tiong Bahru Plaza,1.285931,103.8267
5943,Boon Lay Way,Opp Lakeside Stn,1.34432,103.7193,Bras Basah Rd,Rendezvous Grand Hotel,1.29819,103.8494
5955,Tampines Ave 9,Blk 484,1.362138,103.9531,Tampines Ave 2,Tampines East CC,1.353033,103.9548
5968,Geylang Rd,Aft Sims Way,1.310777,103.8736,Holland Rd,CSC Dempsey Clubhse,1.306926,103.8119
5970,Anchorvale Dr,Blk 313B,1.390995,103.8884,Upp S'goon Rd,Opp Serangoon Sec Sch,1.375579,103.9011
5975,Compassvale Rd,Opp Blk 223D,1.388949,103.8969,Sengkang East Way,Blk 325 CP,1.39385,103.8917
5977,Yishun Ave 5,Blk 701,1.430164,103.8289,Woodlands Ave 7,Woodsvale Condo,1.443887,103.8062
5989,Mei Ling St,Blk 153,1.294208,103.8031,Jln Bt Merah,Opp Bt Merah Town Ctr,1.284209,103.8177
5994,Jln Toa Payoh,Aft Blk 195,1.330814,103.8608,Sembawang Vista,Sembawang Int,1.447482,103.8194
6015,Clementi Rd,Opp Blk 352,1.31523,103.7721,Alexandra Rd,Opp Queensway Shop Ctr,1.286657,103.8033
6017,Geylang Rd,Opp Mohd Salleh Mque,1.312147,103.8772,Lor 6 Toa Payoh,Blk 32,1.332872,103.8559
6021,Jurong East Ave 1,Blk 316,1.346127,103.7319,Jurong Gateway Rd,Jurong East Temp Int,1.333408,103.7415
6024,Telok Blangah Way,Al-Amin Mque,1.275682,103.8191,C'wealth Ave,Queens Condo,1.292885,103.8071
6039,Upp Changi Rd Nth,Salvation Army,1.352923,103.9654,Bedok Nth Dr,Bedok Int,1.325005,103.9282
6043,Marymount Rd,Blk 254,1.362135,103.8425,Orchard Turn,Orchard Stn,1.303237,103.8325
6045,Pasir Ris Dr 1,Blk 156,1.364328,103.9631,Pasir Ris Dr 1,Bef Pasir Ris Ctrl,1.371591,103.9483
6045,Henderson Rd,Blk 1,1.279478,103.8173,Pasir Ris Dr 1,Blk 197,1.366253,103.9612
6046,Jln Eunos,Eunos Mans,1.328851,103.9055,Jln Damai,Opp Blk 668,1.333319,103.9095
6048,Pasir Ris Dr 12,Aft TPE,1.37803,103.9328,Yishun Ave 2,Opp Blk 757,1.426573,103.8354
6049,Bedok Nth Rd,Opp Blk 85,1.331518,103.9384,Mountbatten Rd,Katong Shop Ctr,1.303702,103.9013
6051,Sengkang East Rd,Blk 261,1.394956,103.8944,Yio Chu Kang Rd,Opp Blk 953,1.375947,103.8769
6054,Tampines Ave 2,Blk 302,1.352966,103.9551,Mountbatten Rd,Katong Shop Ctr,1.303702,103.9013
6060,Tampines Ave 1,Opp Temasek Poly West G,1.34844,103.9298,Pasir Ris St 71,Opp Blks 771/772,1.375547,103.9375
6064,Jln Toa Payoh,Trellis Twrs,1.329914,103.8438,Thomson Rd,Thomson Flyover,1.328942,103.8407
6064,Ang Mo Kio Ave 3,Ang Mo Kio Stn,1.369469,103.8508,Thomson Rd,Thomson Flyover,1.328942,103.8407
6070,Pasir Ris Dr 3,Opp Loyang Pt,1.367268,103.9656,Loyang Ave,Loyang Valley,1.369551,103.9706
6092,Tiong Bahru Rd,Blk 1,1.286084,103.8329,Shenton Way,UIC Bldg,1.27807,103.8496
6096,Hougang Ave 8,Montfort Sch,1.375287,103.8892,Hougang Ctrl,Hougang Ctrl Int,1.371227,103.8926
6111,New Upp Changi Rd,Blk 221A,1.324691,103.9347,Upp Changi Rd,Flextronic,1.333949,103.9502
6111,New Upp Changi Rd,Blk 221A,1.324691,103.9347,Upp Changi Rd,Flextronic,1.333949,103.9502
6119,Yishun Ave 9,Blk 309,1.432265,103.8402,Simei Ave,Blk 3012,1.336385,103.9511
6123,Henderson Rd,Blk 1,1.279478,103.8173,Telok Blangah Rd,Opp VivoCity,1.265963,103.8222
6123,Lower Delta Rd,Blk 129,1.283665,103.8245,Depot Rd,Blk 118,1.281324,103.8127
6141,C'wealth Ave West,Clementi Stn,1.315286,103.7654,Science Pk Rd,Aries,1.28701,103.7828
6144,Upp S'goon Rd,Kovan Stn,1.360504,103.8854,Pasir Ris Dr 1,Aft Pasir Ris Ctrl,1.371163,103.9484
6156,Braddell Rd,Blk 147,1.343388,103.8547,Braddell Rd,Blk 219,1.343097,103.8562
6212,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Marine Parade Rd,Opp Laguna Pk,1.309836,103.9294
6217,Ubi Ave 2,Automobile Megamart,1.330273,103.8998,Kallang Way,Aft Kallang Way 4,1.323198,103.8791
6219,Upp Changi Rd East,Changi Ct,1.343513,103.9622,Upp Changi Rd,Grace Independent Ch,1.336502,103.9555
6220,Balestier Rd,Opp Moulmein CC,1.326634,103.8464,Sembawang Dr,Opp Sun Plaza,1.447773,103.819
6226,Braddell Rd,Opp Blk 998,1.344049,103.8503,Orchard Rd,Opp Mandarin Orchard,1.30234,103.837
6228,Alexandra Rd,Opp Queensway Shop Ctr,1.286657,103.8033,Depot Rd,Aft Hewlett Packard,1.281761,103.8096
6232,Upp S'goon Rd,Serangoon Stn,1.348979,103.8728,S'goon Ctrl,Blk 206,1.353392,103.8729
6232,Sixth Ave,Hse No. 589,1.318624,103.7884,Kallang Rd,Lavender Stn,1.307092,103.8622
6237,Ang Mo Kio Ave 10,Blk 443,1.365742,103.8561,Boundary Rd,Opp Blk 257,1.355855,103.872
6241,Tampines Ave 1,Tropica Condo,1.349138,103.928,Tampines Ave 4,Opp Tampines Stn/Int,1.353707,103.9464
6242,Braddell Rd,Blk 219,1.343097,103.8562,Bishan Rd,Opp Raffles Inst,1.347072,103.8471
6246,Kallang Rd,Lavender Stn,1.307092,103.8622,Eu Tong Sen St,Bef Outram Rd,1.279008,103.8386
6249,Jurong West Ave 4,Blk 641,1.340778,103.6959,Pioneer Rd Nth,Blk 840,1.344043,103.6919
6253,Upp S'goon Rd,Kovan Stn,1.36026,103.8854,Braddell Rd,BCA Academy,1.343543,103.8587
6258,Toh Guan Rd East,Wang-Fu Ind Pte Ltd,1.335652,103.7575,Jln Eunos,Eunos Stn,1.320656,103.9049
6259,Kallang Rd,Aft Kallang Rd ERP Gantry,1.309419,103.8675,Hill St,Old Hill St Police Stn,1.290845,103.8486
6272,Tampines Ave 2,Blk 206,1.350716,103.9528,Pasir Ris St 21,Blk 242,1.371365,103.9622
6275,Balestier Rd,Opp Balestier Pt,1.32307,103.8526,Airport Rd,Opp Blk 1022,1.334677,103.8924
6278,Jln Bt Merah,Blk 201,1.280395,103.8271,Shenton Way,UIC Bldg,1.27807,103.8496
6280,Jln Bt Merah,Opp Blk 140,1.278555,103.8301,Orchard Turn,Orchard Stn,1.303237,103.8325
6281,Upp Paya Lebar Rd,Opp Bethany Presby Ch,1.348383,103.8802,Clementi Ave 4,Blk 376,1.3182,103.7662
6281,Telok Kurau Rd,Bef Lor K Telok Kurau,1.312608,103.9106,Victoria St,Hotel Grand Pacific,1.296848,103.8525
6287,Upp S'goon Rd,Opp Blk 1,1.351497,103.8752,Upp Paya Lebar Rd,Aft Tai Seng Stn,1.335306,103.888
6287,Upp S'goon Rd,Opp Blk 1,1.351497,103.8752,Upp Paya Lebar Rd,Aft Tai Seng Stn,1.335306,103.888
6288,Jln Tenaga,Opp Blk 658,1.33343,103.9061,Scotts Rd,Newton Stn,1.312436,103.838
6289,Mountbatten Rd,Bef Kg Kayu Rd,1.30315,103.8844,Orchard Rd,Dhoby Ghaut Stn,1.299333,103.8453
6297,Upp Changi Rd East,Changi Ct,1.343513,103.9622,Simei St 3,Simei Stn,1.342262,103.9535
6297,Upp Changi Rd East,Changi Ct,1.343513,103.9622,New Upp Changi Rd,Tanah Merah Stn,1.327333,103.9463
6298,Tiong Bahru Rd,Opp Redhill Stn,1.289281,103.8166,Queensway,Blk 97,1.306213,103.8017
6298,Tiong Bahru Rd,Opp Redhill Stn,1.289281,103.8166,Scotts Rd,Thong Teck Bldg,1.307838,103.8331
6307,Woodlands Rd,Opp Jln Bumbong,1.414219,103.7552,Woodlands Rd,Kranji Stn,1.42526,103.7618
6307,Woodlands Rd,Opp Jln Bumbong,1.414219,103.7552,Woodlands Rd,Kranji Stn,1.42526,103.7618
6314,Upp Thomson Rd,Thomson CC,1.351447,103.8359,Balestier Rd,Aft Irrawaddy Rd,1.326465,103.8442
6320,Bt Timah Rd,Bef Lewis Rd,1.321018,103.8235,Jln Eunos,Opp Eunos Stn,1.321357,103.9054
6327,Upp Thomson Rd,Opp Windsor Pk,1.357772,103.8289,Upp Thomson Rd,Thomson View Condo,1.357158,103.8288
6327,Sin Ming Ave,Blk 454,1.359298,103.8303,Orchard Rd,YMCA,1.298074,103.8478
6329,Beach Rd,St. John HQ,1.30202,103.8633,Robinson Rd,Aft Capital Twr,1.277826,103.8481
6331,Bendemeer Rd,Opp Blk 28,1.318897,103.8642,Bayfront Ave,Marina Bay Sands Theatre,1.284999,103.8606
6333,Tampines Ave 1,Tropica Condo,1.349138,103.928,Bayfront Ave,Marina Bay Sands Hotel,1.28315,103.86
6336,AYE,Opp Normanton Pk,1.290174,103.7921,Seah Im Rd,HarbourFront Int,1.267035,103.819
6377,Nth Buona Vista Rd,Buona Vista Stn,1.306498,103.7906,Pasir Panjang Rd,Pasir Panjang Stn,1.275812,103.7926
6383,Pandan Gdns,Blk 410,1.319081,103.7482,C'wealth Ave West,Clementi Stn,1.314975,103.765
6383,Pandan Gdns,Blk 407,1.319242,103.7485,West Coast Rd,Blk 726 Clementi West Mkt,1.304153,103.7645
6389,Ang Mo Kio Ave 4,Blk 110,1.37047,103.8368,Eu Tong Sen St,People's Pk Ctr,1.285711,103.8444
6393,Jurong West Ave 3,Bet Blks 272D/271A,1.351286,103.7041,Jurong West Ave 5,Blk 834,1.342854,103.6941
6398,Pasir Ris Dr 4,Blk 485,1.374111,103.9609,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
6403,Henderson Rd,Opp Blk 55,1.273242,103.813,New Bridge Rd,New Bridge Ctr,1.282938,103.8425
6423,Clementi Rd,Kent Ridge Ter,1.294253,103.7699,Telok Blangah Rd,HarbourFront Stn,1.265835,103.8193
6423,Clementi Rd,Kent Ridge Ter,1.294253,103.7699,C'wealth Ave West,Clementi Stn,1.315286,103.7654
6424,Punggol Rd,Blk 227D,1.387118,103.9016,Sengkang East Way,Blk 250A,1.391431,103.8996
6480,Ang Mo Kio Ave 5,ITE College Ctrl,1.375995,103.8558,Jln Bt Merah,Blk 1,1.286351,103.8081
6480,Hougang Ave 4,Blk 670,1.373533,103.885,Jln Bt Merah,Blk 1,1.286351,103.8081
6481,Jurong Town Hall Rd,Blk 303,1.344461,103.7364,Woodlands Rd,Opp Heavy Veh Pk,1.39304,103.7542
6493,Upp Cross St,Opp Subordinate Ct,1.286077,103.8424,Stirling Rd,Opp Queens,1.29236,103.8058
6498,Zion Rd,The Boys' Brigade HQ,1.291525,103.8322,Sth Bridge Rd,Boat Quay,1.287247,103.8483
6511,Sengkang West Ave,Pei Hwa Sec Sch,1.391002,103.8771,Sengkang East Ave,Opp Blk 305 CP,1.388138,103.8876
6513,Victoria St,Cath Of The Good Shepherd,1.295338,103.8511,Jln Toa Payoh,Trellis Twrs,1.329914,103.8438
6516,Changi Rd,Bef Jamiyah Home,1.317744,103.9064,Victoria St,Opp Bugis Junction,1.300155,103.8552
6518,Selegie Rd,Peace Ctr,1.300999,103.8498,Hougang Ctrl,Hougang Ctrl Int,1.370607,103.8927
6521,Sin Ming Ave,Ai Tong Sch,1.36081,103.8321,Upp Thomson Rd,Opp Former Seletar Inst,1.397192,103.8186
6523,Bt Batok Ctrl,Opp Blk 628,1.351765,103.7502,Hillview Ave,Opp Hillbrooks,1.357573,103.7627
6528,Bt Timah Rd,Newton FC,1.312053,103.8403,Kim Tian Rd,Blk 126 CP,1.282661,103.8289
6546,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.369688,103.8486,Mattar Rd,MacPherson Pr Sch,1.325254,103.882
6572,Bedok Rd,Country Pk,1.321903,103.9547,Bedok Rd,Aft Bedok Meth Ch,1.322618,103.9543
6587,Yio Chu Kang Rd,Opp Blk 953,1.375947,103.8769,Buangkok Green,Opp Blk 565,1.38154,103.8881
6591,Nth Bridge Rd,Blk 8,1.304957,103.8636,Eu Tong Sen St,Clarke Quay Stn,1.288985,103.8471
6591,Nth Bridge Rd,Blk 8,1.304957,103.8636,Eu Tong Sen St,Clarke Quay Stn,1.288985,103.8471
6593,Hougang Ctrl,Hougang Ctrl Int,1.371227,103.8926,Tiong Bahru Rd,Redhill Stn,1.289546,103.8167
6615,Sin Ming Ave,Ai Tong Sch,1.36081,103.8321,C'wealth Ave West,Clementi Stn,1.314975,103.765
6615,West Coast Rd,Blk 512,1.309683,103.76,Sin Ming Ave,Ai Tong Sch,1.36081,103.8321
6621,Tampines Ave 10,Bef TPE,1.373642,103.9308,Compassvale Rd,Blk 203,1.386908,103.8962
6621,Tampines Ave 10,Bef TPE,1.373642,103.9308,Sengkang Ctrl,Buangkok Stn,1.383933,103.893
6626,Lor 4 Toa Payoh,Jackson Sq,1.336831,103.8497,Thomson Rd,Macritchie Reservoir,1.342193,103.836
6634,C'wealth Ave West,Nan Hua Pr Sch,1.319937,103.7622,Hillview Ave,Opp Hillbrooks,1.357573,103.7627
6642,Lor 2 Toa Payoh,Toa Payoh Stn,1.333185,103.8468,Hougang St 21,Hougang St 21 FC,1.357993,103.8855
6653,Marine Parade Rd,Laguna Pk,1.309585,103.9295,Bishan St 13,Bishan Int,1.350455,103.8499
6672,Sengkang Sq,Sengkang Int,1.391781,103.8959,Geylang East Ctrl,Folec Tech Ctr,1.319763,103.8902
6732,Jurong West Ave 1,Blk 425,1.350584,103.7245,Orchard Rd,Dhoby Ghaut Stn,1.299333,103.8453
6739,Jln Toa Payoh,Aft Blk 195,1.330814,103.8608,Paya Lebar Rd,Opp CISCO Ctr,1.320914,103.8912
6747,Clementi Ave 3,NTUC Fairprice,1.312335,103.7658,Boon Lay Ave,Blk 220,1.349737,103.7124
6750,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Tampines Ave 9,Blk 464,1.359763,103.9554
6761,Scotts Rd,Newton Stn,1.312232,103.8382,Clemenceau Ave,Aft River Valley Rd,1.294646,103.8439
6761,Scotts Rd,Newton Stn,1.312232,103.8382,Clemenceau Ave,Aft River Valley Rd,1.294646,103.8439
6764,Upp Bt Timah Rd,Bef Cashew Rd,1.368633,103.7647,Bt Batok East Ave 3,Blk 283,1.34695,103.7568
6764,Upp Bt Timah Rd,Bef Cashew Rd,1.368633,103.7647,Bt Batok East Ave 3,Blk 283,1.34695,103.7568
6778,Ang Mo Kio Ave 3,Opp Mayflower Sec Sch,1.368808,103.8368,Beach Rd,The Gateway,1.299072,103.8589
6824,Tampines Ave 2,Blk 302,1.352966,103.9551,Sims Ave,Blk 416,1.317764,103.8972
6833,Lor Ah Soo,Opp Blk 115,1.35225,103.8879,Upp S'goon Rd,Kovan Stn,1.36026,103.8854
6835,Ubi Ave 2,Blk 3019,1.327335,103.8921,Ubi Ave 1,Opp Blk 343,1.326801,103.9002
6846,Fort Rd,Opp Fort Gdns,1.299138,103.8855,Fullerton Rd,Fullerton Sq,1.285598,103.8533
6846,Mountbatten Rd,Katong Pk Twrs,1.300526,103.8883,Robinson Rd,Opp AIA Twr,1.282075,103.8509
6854,Jln Boon Lay,Blk 680C,1.345227,103.7062,Nanyang Ave,Hall 8,1.351507,103.6857
6862,Ang Mo Kio Ave 8,Blk 354,1.363985,103.8524,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.369688,103.8486
6871,Lor 7 Toa Payoh,Blk 17A,1.33631,103.8571,MacPherson Rd,Bef Siemens Ctr,1.328292,103.8705
6895,AYE,Opp The Infiniti,1.321025,103.7547,AYE,The Infiniti,1.32056,103.7546
6897,Sungei Rd,The Verge,1.304613,103.852,Marine Parade Rd,Opp Blk 57,1.306863,103.9148
6899,Bedok Reservoir Rd,Aft Kaki Bt Ctr,1.338047,103.9162,Chai Chee St,Opp Blk 53,1.32797,103.9201
6900,Pasir Ris Dr 1,Blk 210,1.366776,103.9611,Pasir Ris Dr 3,Downtown East,1.375333,103.9539
6916,Jln Bahagia,Bet Blks 33/34,1.326977,103.8582,Thomson Rd,Thomson Flyover,1.328942,103.8407
6930,Pasir Ris Dr 3,Blk 479,1.375458,103.958,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
6943,Lower Delta Rd,Blk 40,1.272438,103.8238,Paterson Rd,Opp Paterson Lodge,1.302299,103.83
6971,Woodlands St 83,Blk 856,1.440714,103.7932,Henderson Rd,Blk 116,1.284983,103.821
6991,Bedok Reservoir Rd,Blk 121,1.33151,103.9098,Sims Ave,Eunos Stn,1.318779,103.9023
7009,Pioneer Rd Nth,Blk 705,1.341016,103.6943,Tampines Ave 1,Opp Temasek Poly East G,1.345678,103.936
7009,Pioneer Rd Nth,Blk 705,1.341016,103.6943,Tampines Ave 1,Opp Temasek Poly,1.347078,103.9327
7013,Montreal Link,Aft Montreal Dr,1.450719,103.8271,Sembawang Way,Sembawang Stn,1.449262,103.8198
7018,Pasir Ris St 11,Bef Blk 187,1.364761,103.9591,Bedok Nth Ave 4,SBST Bedok Bus Pk,1.337748,103.947
7033,Bedok Reservoir Rd,Christ Ch,1.333195,103.916,Jln Eunos,Eunos Stn,1.320656,103.9049
7044,Owen Rd,Blk 51,1.316655,103.8504,Kg Java Rd,KK Women & Child Hosp,1.310362,103.8478
7065,Jurong Town Hall Rd,Blk 303,1.344461,103.7364,Toa Payoh Ctrl,Blk 177,1.334122,103.8489
7067,Hougang Ave 1,Blk 105 Mkt/FC,1.35413,103.8899,S'goon Ctrl,Serangoon Stn,1.350498,103.8732
7080,Pasir Ris Dr 1,Blk 541,1.369449,103.9513,Tampines Ave 2,Blk 206,1.350716,103.9528
7099,Tg Katong Rd,CDAC Bldg,1.312995,103.8943,Telok Blangah Rd,Bef Seah Im Rd,1.268635,103.8155
7100,Jelebu Rd,Bt Panjang Plaza,1.38007,103.764,Hougang Ave 7,Rio Vista,1.372405,103.9007
7102,Telok Blangah Dr,Blk 48,1.27275,103.8104,Henderson Rd,Blk 54,1.273273,103.8125
7105,Hougang Ave 1,Opp Yuying Sec Sch,1.356238,103.8898,Pasir Ris Dr 1,Blk 197,1.366253,103.9612
7105,Hougang Ave 1,Opp Yuying Sec Sch,1.356238,103.8898,Pasir Ris Dr 1,Blk 197,1.366253,103.9612
7122,Tampines St 45,Opp Blk 487B,1.35967,103.9584,Bedok Nth Rd,Blk 521,1.329999,103.9273
7128,Sengkang East Way,Blk 122C,1.38772,103.9066,Sengkang East Way,Opp Blk 317B,1.39459,103.8884
7132,Bishan St 13,Blk 169,1.346656,103.8543,Bishan St 13,Bishan Int,1.350455,103.8499
7133,Woodlands Ave 9,Blk 774,1.447969,103.7984,Woodlands Ave 6,Blk 786A CP,1.445866,103.7997
7146,Jurong West St 91,Blk 920,1.339704,103.6877,Clementi Rd,Opp Maju Camp,1.326528,103.7757
7155,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Upp Changi Rd Nth,Ballota Pk Condo,1.357851,103.9694
7166,Telok Blangah Rd,Opp Telok Blangah Stn,1.271186,103.8094,Henderson Rd,Blk 54,1.273273,103.8125
7172,Tampines Ave 7,Tampines JC,1.356669,103.9574,S'goon Ctrl,Serangoon Stn,1.350818,103.8733
7184,Bt Panjang Rd,Blk 223,1.375778,103.7742,Bt Batok West Ave 7,Opp Blk 336,1.365273,103.7483
7184,Bt Panjang Rd,Blk 223,1.375778,103.7742,Toh Guan Rd,IMM Bldg,1.334462,103.7477
7197,Jln Bt Merah,Opp Blk 120,1.282278,103.8224,Buona Vista Flyover,Opp NUH,1.296482,103.7846
7200,Old Airport Rd,Blk 62,1.308213,103.8885,Nicoll Highway,Natl Stadium,1.306636,103.8745
7202,Tampines Ave 5,Blk 147,1.348753,103.9421,PTB2 Basement,Changi Airport PTB2,1.355093,103.9892
7205,Sims Ave,Eunos Stn,1.318779,103.9023,Geylang East Ctrl,Opp Geylang Polyclinic,1.318771,103.8867
7212,Jln Toa Payoh,Opp Trellis Twrs,1.329315,103.8438,Eu Tong Sen St,Aft Hosp Dr,1.27832,103.8376
7220,Clementi Rd,Opp Blk 109A,1.321305,103.771,C'wealth Ave West,Clementi Stn,1.315286,103.7654
